    Date,Alert,Point Barrow,Station P,La Jolla Pier,Baja,Mauna Loa,Christmas Island,American Samoa,Kermadec Islands,New Zealand,South Pole
10/15/1979,NaN,333.76,335.5,338.13,NaN,333.9,336.31,NaN,NaN,NaN,335.99
11/15/1979,NaN,337.61,337.5,339.51,NaN,335.61,336.79,NaN,NaN,334.88,336.38
12/15/1979,NaN,341.87,340.13,NaN,NaN,337.21,337.4,NaN,NaN,335.47,336.04
1/15/1980,NaN,341.69,339.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336.06
2/15/1980,NaN,343.32,341.17,NaN,NaN,339.29,NaN,NaN,NaN,335.76,335.74
3/15/1980,NaN,344.24,341.47,341.14,NaN,340.3,NaN,NaN,NaN,336.35,NaN
4/15/1980,NaN,NaN,343.71,NaN,NaN,340.34,340.42,NaN,NaN,336.35,336.1
5/15/1980,NaN,343.98,344.47,341.6,NaN,341.71,339.85,NaN,NaN,337.07,336.21
6/15/1980,NaN,342.6,342.77,NaN,NaN,341.01,339.47,NaN,NaN,336.99,336.91
7/15/1980,NaN,336.79,336.91,NaN,NaN,338.53,340.19,NaN,NaN,338.59,337.46
8/15/1980,NaN,331.73,333.82,333.93,NaN,337.56,339.21,NaN,NaN,337.41,337.56
9/15/1980,NaN,332.27,334.24,NaN,NaN,335.66,NaN,NaN,NaN,NaN,337.86
10/15/1980,NaN,337.78,337.55,337.82,NaN,336.26,NaN,NaN,NaN,337.4,337.87
11/15/1980,NaN,341.4,340.27,NaN,NaN,337.32,338.71,NaN,NaN,337.74,337.97
12/15/1980,NaN,344.7,340.98,340.98,NaN,NaN,NaN,NaN,NaN,337.58,338.05
1/15/1981,NaN,344.62,342.12,342.3,NaN,339.7,340.6,NaN,NaN,NaN,337.77
2/15/1981,NaN,344.38,343.56,343.85,NaN,340.54,340.74,NaN,NaN,337.2,337.48
3/15/1981,NaN,344.65,344.17,NaN,NaN,341.27,341.37,NaN,NaN,337.24,337.45
4/15/1981,NaN,346.1,345.15,NaN,NaN,343.2,341.23,NaN,NaN,337.65,337.53
5/15/1981,NaN,346.23,345.61,345.34,NaN,343.16,340.93,NaN,NaN,338.84,337.66
6/15/1981,NaN,343.8,343.16,NaN,NaN,342.32,NaN,NaN,NaN,338.69,338.17
7/15/1981,NaN,335.25,NaN,337.91,NaN,NaN,340.62,NaN,NaN,NaN,338.39
8/15/1981,NaN,330.22,NaN,336.4,NaN,338.62,339.91,NaN,NaN,NaN,338.77
9/15/1981,NaN,333.29,NaN,NaN,NaN,336.92,338.84,339.01,NaN,NaN,338.8
10/15/1981,NaN,338.25,NaN,339.24,NaN,336.95,339.31,339.04,NaN,337.9,339.13
11/15/1981,NaN,341.37,NaN,340.13,NaN,338.28,339.65,339.68,NaN,NaN,338.87
12/15/1981,NaN,344.1,NaN,342.32,NaN,340.05,340.53,339.9,NaN,NaN,338.9
1/15/1982,NaN,344.86,NaN,343.98,NaN,340.67,NaN,340.68,NaN,NaN,NaN
2/15/1982,NaN,347.79,NaN,NaN,NaN,341.62,341.83,340.95,NaN,NaN,338.61
3/15/1982,NaN,347.52,NaN,343.85,NaN,343.22,342.15,340.23,NaN,338.64,338.38
4/15/1982,NaN,347.45,NaN,347.7,NaN,344.05,342.95,340.76,NaN,339.08,338.7
5/15/1982,NaN,347.48,NaN,346.48,NaN,343.62,NaN,339.84,NaN,NaN,338.98
6/15/1982,NaN,345.76,NaN,342.28,NaN,342.58,NaN,340.2,NaN,339.75,339.22
7/15/1982,NaN,339.31,NaN,340.11,NaN,342.24,NaN,341.12,NaN,339.5,339.35
8/15/1982,NaN,331.86,NaN,NaN,NaN,339,NaN,341.33,NaN,340.41,340.13
9/15/1982,NaN,332.84,NaN,335.75,NaN,337.64,340.52,340.51,NaN,339.81,340.3
10/15/1982,NaN,338.51,NaN,NaN,NaN,337.88,NaN,340.11,NaN,NaN,340.33
11/15/1982,NaN,342.68,NaN,341.66,NaN,339.07,NaN,340.55,NaN,339.99,340.06
12/15/1982,NaN,345.01,NaN,343.12,NaN,340.31,NaN,340.91,340.32,NaN,339.96
1/15/1983,NaN,346.79,NaN,344.59,NaN,341.81,341.66,340.6,NaN,NaN,339.86
2/15/1983,NaN,346.8,NaN,344.53,NaN,342.4,343.1,341.01,NaN,NaN,339.83
3/15/1983,NaN,347.72,NaN,345.5,NaN,342.69,343.29,341.02,NaN,340.3,339.84
4/15/1983,NaN,347.96,NaN,347.23,NaN,345.39,345.2,341.85,341.08,NaN,340.31
5/15/1983,NaN,348.15,NaN,347.86,NaN,345.96,344.96,342.01,341.21,NaN,340.62
6/15/1983,NaN,348.11,NaN,344.7,NaN,345.32,NaN,342.39,NaN,341.11,341.01
7/15/1983,NaN,340.11,NaN,340.69,NaN,343.14,NaN,342.37,341.57,341.27,341.41
8/15/1983,NaN,331.91,NaN,336.95,NaN,341.5,NaN,342.39,NaN,342.05,341.88
9/15/1983,NaN,335.78,NaN,339.68,NaN,339.83,NaN,342.17,NaN,NaN,342.32
10/15/1983,NaN,341.27,NaN,342.87,NaN,340.05,NaN,342.63,341.69,NaN,342.28
11/15/1983,NaN,345.88,NaN,343.08,NaN,340.89,341.66,342.93,342.21,341.45,342.54
12/15/1983,NaN,346.38,NaN,346.86,NaN,343.15,342.72,342.56,342.13,NaN,342.35
1/15/1984,NaN,349.41,NaN,345.89,NaN,343.98,343.71,343.83,NaN,341.38,342.05
2/15/1984,NaN,351,NaN,347.56,NaN,344.68,344.25,343.92,NaN,341.5,NaN
3/15/1984,NaN,350.32,NaN,347.49,NaN,345.51,345.82,343.97,342.35,341.4,341.72
4/15/1984,NaN,349.79,NaN,350.11,NaN,347.33,346.83,343.58,343.14,341.01,341.84
5/15/1984,NaN,350.89,NaN,349.48,NaN,347.39,346.04,342.9,NaN,341.91,341.87
6/15/1984,NaN,348.85,NaN,346.58,NaN,346.92,345.65,343.07,342.58,NaN,342.03
7/15/1984,NaN,340.19,NaN,343.14,NaN,345.15,344.93,343.46,342.13,342.97,342.82
8/15/1984,NaN,335.58,NaN,339.88,NaN,342.78,344.43,343.83,NaN,NaN,343.2
9/15/1984,NaN,337.26,NaN,340.9,NaN,340.83,343.34,344.52,NaN,342.75,343.45
10/15/1984,NaN,341.54,NaN,343.93,NaN,341.66,343.06,344.21,NaN,NaN,343.5
11/15/1984,NaN,344.72,NaN,344.87,NaN,343.07,343.9,344.01,NaN,342.86,343.33
12/15/1984,NaN,348.08,NaN,348.33,NaN,343.96,344.67,344.77,NaN,NaN,343.16
1/15/1985,NaN,349.65,NaN,348.05,NaN,344.74,345.45,344.93,NaN,NaN,343.01
2/15/1985,NaN,349.26,NaN,348.75,NaN,345.78,345.47,345.3,NaN,342.57,342.83
3/15/1985,NaN,350.72,NaN,349.13,NaN,347.45,346.79,345.4,NaN,342.58,342.72
4/15/1985,NaN,351.29,NaN,348.12,NaN,348.01,347.54,345.48,344.54,342.98,342.76
5/15/1985,352.76,352.69,NaN,350.39,NaN,348.96,347.08,344.79,342.87,343.19,343.11
6/15/1985,348.19,349.9,NaN,349.58,NaN,348.36,346.97,344.97,343.23,NaN,343.45
7/15/1985,343.36,343.86,NaN,345.6,NaN,346.61,346.37,345.19,344.35,344.1,343.93
8/15/1985,NaN,337.38,NaN,340.06,NaN,343.93,345.57,345.26,344.36,NaN,344.52
9/15/1985,338.64,338.35,NaN,340.43,NaN,342.89,344.8,346.77,344.71,NaN,344.86
10/15/1985,342.8,343.72,NaN,343.38,NaN,342.97,344.75,345.91,344.31,343.76,344.94
11/15/1985,347.12,347.43,NaN,347.46,NaN,344.12,345,346.33,344.38,NaN,344.79
12/15/1985,350.26,348.67,NaN,NaN,NaN,345.17,345.94,NaN,NaN,344.02,344.65
1/15/1986,351.16,349.71,NaN,NaN,NaN,346.21,346.47,346.34,NaN,343.31,344.62
2/15/1986,351.66,352.42,NaN,350.86,NaN,347.01,346.58,NaN,346.39,NaN,344.57
3/15/1986,352.83,354.22,NaN,349.74,NaN,348.09,347.62,346.83,NaN,344.87,344.5
4/15/1986,353.11,353.39,NaN,351.51,NaN,349.58,348.64,346.85,NaN,NaN,344.63
5/15/1986,353.71,354.04,NaN,351.73,NaN,350.29,347.99,345.98,345.56,345.01,344.69
6/15/1986,351.8,351,NaN,349.71,NaN,349.47,347.87,346.3,344.94,NaN,345.03
7/15/1986,347,344.72,NaN,345.34,NaN,347.85,347.59,346.75,NaN,345.4,345.55
8/15/1986,340.59,337.48,NaN,NaN,NaN,345.52,347.12,345.88,345.85,345.47,345.94
9/15/1986,339.41,340.94,NaN,342.21,NaN,344.51,346.69,NaN,NaN,345.97,346.18
10/15/1986,344.31,346.17,NaN,347.83,NaN,344.21,346.37,347.23,346.19,344.27,346.16
11/15/1986,348.69,348.46,NaN,346.83,NaN,345.57,346.44,347.09,NaN,NaN,346.17
12/15/1986,349.52,351.53,NaN,350.57,NaN,346.68,346.77,346.94,NaN,NaN,346.05
1/15/1987,351.6,353.17,NaN,350.27,NaN,347.68,347.58,347.12,346.45,NaN,345.87
2/15/1987,352.25,353.44,NaN,351.21,NaN,348.68,348.15,347.69,NaN,346.37,345.79
3/15/1987,354.03,354.65,NaN,351.06,NaN,349.62,349.07,348.71,NaN,345.65,345.74
4/15/1987,353.71,354.16,NaN,352.41,NaN,351.11,349.56,347.15,346.61,NaN,346.11
5/15/1987,354.67,355.06,NaN,353.09,NaN,351.79,350.34,347.37,347.15,346.79,346.22
6/15/1987,352.95,353.6,NaN,352.46,NaN,351.64,349.36,347.4,NaN,346.69,346.61
7/15/1987,348.36,346.6,NaN,347.48,NaN,350.07,349.57,347.66,NaN,347.19,347.19
8/15/1987,341.17,339.52,NaN,342.74,NaN,347.4,349.3,348.12,347.36,347.31,347.63
9/15/1987,340.54,340.93,NaN,345.64,NaN,346.73,348.54,348.3,348,348.21,348.07
10/15/1987,346.19,345.72,NaN,347.52,NaN,346.72,348.63,348.34,348.58,347.36,348.09
11/15/1987,349.33,349.56,NaN,350.94,NaN,348.29,348.54,348.99,348.71,347.19,348.18
12/15/1987,352.67,352.74,NaN,352.73,NaN,349.41,349.76,349.35,NaN,348.6,348.32
1/15/1988,354.19,355.29,NaN,352.77,NaN,350.35,350.62,349.7,349.66,347.92,348.28
2/15/1988,355.54,357.01,NaN,352.56,NaN,351.77,351.27,350.02,350.16,347.81,348.05
3/15/1988,356.28,356.44,NaN,353.53,NaN,352.52,351.93,349.49,349.1,347.98,347.87
4/15/1988,357.29,357.83,NaN,355.18,NaN,354.05,353.14,349.78,349.15,348.11,348.2
